License Number,Profession,License Status,Licensee,License Expiration Date,Address 1,Address 2,City,State,County,Zip,Phone
RCO1644,MOLD REMEDIATION COMPANY,CURRENT,DLMR GROUP LLC,6/30/2028,318 CENTAURUS ST,,CORPUS CHRISTI,TX,NUECES,78405-3625,361-985-6444
RCO1645,MOLD REMEDIATION COMPANY,CURRENT,INTEGRATED DEMOLITION AND REMEDIATION INCORPORATED,7/23/2028,421 E CERRITOS AVE,,ANAHEIM,CA,,92805-6320,714-340-3333
RCO1646,MOLD REMEDIATION COMPANY,CURRENT,IMPACT ENVIRONMENTAL SERVICES,7/26/2028,3637 MARQUIS DR STE 109,,GARLAND,TX,DALLAS,75042-7509,469-642-6062
RCO1647,MOLD REMEDIATION COMPANY,CURRENT,F&S ENTERPRISE LLC,7/29/2028,1020 E STATE HIGHWAY 71,,WEST POINT,TX,FAYETTE,78963-5253,737-302-1373
RCO1648,MOLD REMEDIATION COMPANY,CURRENT,HD WORLDWIDE LLC,8/28/2028,4031 THOMPSON ST,,SHREVEPORT,LA,OUT OF STATE/UNKNOWN,71109,214-310-8006
RCO1649,MOLD REMEDIATION COMPANY,EXPIRED,NORTH STAR SPECIALTY SERVICES INC.,8/14/2026,1029 NORTHWEST HWY # 307,,GARLAND,TX,DALLAS,75041-5831,972-288-0110
RCO1650,MOLD REMEDIATION COMPANY,EXPIRED,HOMECLEANSE SERVICES LLC,8/21/2026,1712 GINESI DR STE 1,,FREEHOLD,NJ,,07728-8851,732-792-9612
RCO1651,MOLD REMEDIATION COMPANY,CURRENT,"PRO-TECH SOLUTIONS GROUP, LLC",8/25/2028,10006 THURLEIGH ST,,HOUSTON,TX,HARRIS,77031-2007,832-850-7455
RCO1652,MOLD REMEDIATION COMPANY,CURRENT,RESTORE AND RENEW MOLD REMEDIATION,9/3/2026,1306 FM 1092 RD,Ste 509,MISSOURI CITY,TX,FORT BEND,77459-1531,281-559-0501
RCO1653,MOLD REMEDIATION COMPANY,CURRENT,QUALITY AIR DUCT CLEANING HOUSTON,9/9/2026,550 POST OAK BLVD,Suite #414,HOUSTON,TX,HARRIS,77027-9490,832-918-2555
RCO1654,MOLD REMEDIATION COMPANY,CURRENT,CENTRAL TEXAS DISASTER RECOVERY,9/10/2028,652 SYDNEY CIR,,NEW BRAUNFELS,TX,GUADALUPE,78130-5272,281-795-8531
RCO1655,MOLD REMEDIATION COMPANY,CURRENT,BEACON RESTORATION CORP,9/15/2026,12319 LONGMIRE TRCE STE 105W,,CONROE,TX,MONTGOMERY,77304-4869,979-338-0617
RCO1656,MOLD REMEDIATION COMPANY,CURRENT,"POWER DRY CHICAGO, INC",9/15/2026,8105 N BELTLINE RD STE 130,,IRVING,TX,DALLAS,75063,972-753-0000
RCO1657,MOLD REMEDIATION COMPANY,CURRENT,"BROCK SERVICES, LLC",9/15/2026,777 N ELDRIDGE PARKWAY,Suite 900,HOUSTON,TX,HARRIS,77079,281-807-8200
RCO1658,MOLD REMEDIATION COMPANY,CURRENT,"TURNKEY SOLUTIONS GROUP, INC DBA CABAN INDUSTRIAL GROUP",9/22/2026,312 TANGLEWOOD DR,,DICKINSON,TX,GALVESTON,77539-4326,832-802-1212
RCO1659,MOLD REMEDIATION COMPANY,CURRENT,SS WATER RESTORAION,9/26/2026,1612 GOLD MINE TRL,,AUBREY,TX,DENTON,76227-2303,469-737-0296
RCO1660,MOLD REMEDIATION COMPANY,CURRENT,D&R CONSTRUCTION LLC,9/30/2026,2904 GATINEAU CT,,FT WORTH,TX,TARRANT,76118-7406,817-751-5900
RCO1661,MOLD REMEDIATION COMPANY,CURRENT,RGV RESTORATION SERVICES INC,10/14/2026,310 E MAIN AVE PMB 166,,ALTON,TX,HIDALGO,78573-6872,956-631-0348
RCO1662,MOLD REMEDIATION COMPANY,CURRENT,RESTOTEK LLC,10/31/2026,2300 SCENIC DR STE 2542,,GEORGETOWN,TX,WILLIAMSON,78626-7705,512-818-4728
RCO1663,MOLD REMEDIATION COMPANY,CURRENT,REDD ENTERPRISES,11/1/2026,1642 PERENNIAL LN,,ROSENBERG,TX,FORT BEND,77471-6430,832-449-1379
RCO1664,MOLD REMEDIATION COMPANY,CURRENT,"MDM CONTRACTING, LLC",11/21/2026,23422 LUTHERAN CEMETERY RD,,TOMBALL,TX,HARRIS,77377-3881,281-587-5400
RCO1665,MOLD REMEDIATION COMPANY,CURRENT,"24 HOUR FLOOD PROS OF DALLAS, LLC",11/24/2026,1625 CRESCENT CIR,Suite 314,CARROLLTON,TX,DALLAS,75006-3600,480-388-7897
RCO1666,MOLD REMEDIATION COMPANY,CURRENT,GRAYSON RECOVERY SERVICES,12/4/2026,415 W MAIN ST UNIT B,,GUNTER,TX,GRAYSON,75058-2166,903-870-9000
RCO1667,MOLD REMEDIATION COMPANY,CURRENT,VICTORY LANE RESTORATION LLC,12/5/2026,421 BEN BOYD RD,,ARGYLE,TX,DENTON,76226-5100,817-673-8499
RCO1668,MOLD REMEDIATION COMPANY,CURRENT,FOUR BROTHERS ENVIRONMENTAL SERVICES,12/5/2026,18062 FM 529 RD # 209,,CYPRESS,TX,HARRIS,77433-1168,832-907-6993
RCO1669,MOLD REMEDIATION COMPANY,CURRENT,MF4H2 LLC,12/5/2026,3556 FM 78 # M203,,MC QUEENEY,TX,GUADALUPE,78123-3557,844-524-0074
RCO1670,MOLD REMEDIATION COMPANY,CURRENT,BRIGHT RESTORE GROUP LLC,12/17/2026,800  LYNDHURST DR,,ANNA,TX,COLLIN,75409,214-236-8795
RCO1671,MOLD REMEDIATION COMPANY,CURRENT,DR NUTTER SERVICES INC,12/17/2026,232 E MALONE AVE,,CROWLEY,TX,JOHNSON,76036-3222,504-400-3004
RCO1672,MOLD REMEDIATION COMPANY,CURRENT,LIGHTHOUSE RESTORATION AND CONSTRUCTION LLC,12/29/2026,22052 LAS BRISAS CIR,,BOCA RATON,FL,,33433-4809,201-410-6595
RCO1673,MOLD REMEDIATION COMPANY,CURRENT,"HANDS OF THE MASTER, LLC",1/12/2027,680 COUNTY ROAD 4191,,DECATUR,TX,COOKE,76234-4922,940-867-6237
RCO1674,MOLD REMEDIATION COMPANY,CURRENT,PRECISION RESTORATION OF TEXAS LLC,1/21/2027,1827 E DARLINGTON OAK CT,,CONROE,TX,MONTGOMERY,77304-3281,346-209-2992
RCO1675,MOLD REMEDIATION COMPANY,CURRENT,RAPID RESTORATION TEXAS,2/2/2027,801 S 4TH AVE,,MANSFIELD,TX,TARRANT,76063-2207,817-694-2805
RCO1676,MOLD REMEDIATION COMPANY,CURRENT,JSG BIOCLEANSE SERVICES LLC,2/4/2027,118 CAMPOS DR,,HUTTO,TX,WILLIAMSON,78634-4354,512-661-4754
RCO1677,MOLD REMEDIATION COMPANY,CURRENT,RAJ BROCK DEVELOPMENT LLC,2/19/2027,3814 RIDGE COUNTRY ST,,SAN ANTONIO,TX,BEXAR,78247-3565,830-999-7285
RCO1678,MOLD REMEDIATION COMPANY,CURRENT,"LRMB GROUP, LLC",2/25/2027,204 W POWELL LN,Bldg 5,AUSTIN,TX,TRAVIS,78753-5923,512-318-2200
RCO1679,MOLD REMEDIATION COMPANY,CURRENT,LEGACY FAMILY HOLDINGS LLC,3/2/2027,4287 E. HIGHWAY 380,Ste. 6B,PRINCETON,TX,COLLIN,75407,469-378-7000
RCO1680,MOLD REMEDIATION COMPANY,CURRENT,OG ENTERPRISES INC.,3/2/2027,2493 PATTON RD STE 130,,ROSENBERG,TX,FORT BEND,77471-3105,346-620-7715
RCO1681,MOLD REMEDIATION COMPANY,CURRENT,GC3 ELITE CONSTRUCTION SERVICES,3/6/2027,113 HIGHLAND DR,,ALEDO,TX,PARKER,76008-4128,817-221-8623
RCO1682,MOLD REMEDIATION COMPANY,CURRENT,DFW RESIDENTIAL SERVICES LLC,3/10/2027,5154 WESTGROVE DR,,DALLAS,TX,COLLIN,75248-6045,972-567-0000
RCO1683,MOLD REMEDIATION COMPANY,CURRENT,"LEGACY RESTORATION & CONSTRUCTION, LLC`",3/16/2027,PO BOX 546,,ROCKWALL,TX,ROCKWALL,75087-0546,972-213-2751
RCO1684,MOLD REMEDIATION COMPANY,CURRENT,PAUL DAVIS EMERGENCY SERVICES OF MANSFIELD,3/25/2027,5300 HIDDEN VALLEY CT,,MANSFIELD,TX,TARRANT,76063-5289,817-319-2111
RCO1685,MOLD REMEDIATION COMPANY,CURRENT,JN CUSTOM WOODWORKS & CONSTRUCTION,4/2/2027,21523 FM 2393,,WICHITA FALLS,TX,CLAY,76310-8503,940-733-3037
RCO1686,MOLD REMEDIATION COMPANY,CURRENT,"ONEFORCE RESTORATION ATX, LLC",4/15/2027,7019 BURLESON RD BLDG 2,,AUSTIN,TX,TRAVIS,78744-3229,512-420-9886
RCO1687,MOLD REMEDIATION COMPANY,CURRENT,DRY GUY RESTORATION INC,4/21/2027,2653 BLUE MOUND RD W STE 101B,,HASLET,TX,TARRANT,76052-3901,817-373-5961
RCO1688,MOLD REMEDIATION COMPANY,CURRENT,RIGHT RESTORATION PARTNERS LLC DBA RESCUE RESTORATION,4/23/2027,941 HENSLEY LN,,WYLIE,TX,COLLIN,75098-4909,617-529-1175
RCO1689,MOLD REMEDIATION COMPANY,CURRENT,AIRROOT TEXAS LLC,4/27/2027,7661 RENDON BLOODWORTH RD STE 704,,MANSFIELD,TX,TARRANT,76063-4380,817-716-4146
RCO1690,MOLD REMEDIATION COMPANY,CURRENT,EASTWIND RESTORATION LLC,4/29/2027,4440 TRADITION TRL,Unit 111,PLANO,TX,COLLIN,75093-5611,972-399-3236
RCO1691,MOLD REMEDIATION COMPANY,CURRENT,"NATION RESTORATIONS, LLC",5/1/2027,1000 E 5TH ST APT 402,,AUSTIN,TX,TRAVIS,78702-3824,903-343-6946
RCO1692,MOLD REMEDIATION COMPANY,CURRENT,REMONT RUSS LLC,5/11/2027,274 COURTNEES WAY,,GEORGETOWN,TX,WILLIAMSON,78626-2275,512-269-9763
RCO1693,MOLD REMEDIATION COMPANY,CURRENT,247 RESTORATION SPECIALISTS,5/12/2027,1626 OAK TREE DR STE A,,HOUSTON,TX,HARRIS,77080-7227,281-262-9500
RCO1694,MOLD REMEDIATION COMPANY,CURRENT,INDOOR AIR QUALITY MANAGEMENT LLC,5/14/2027,102 E BROAD ST UNIT 2421,,FORNEY,TX,DALLAS,75126-9859,972-564-0477
RCO1695,MOLD REMEDIATION COMPANY,CURRENT,KWIK DRY RESTORATION,5/26/2027,5931 GREENVILLE AVE,,DALLAS,TX,DALLAS,75206,801-603-6289
RCO1696,MOLD REMEDIATION COMPANY,CURRENT,CROWN PLUMBING & WATER DAMAGE RESTORATION,5/27/2027,13526 GEORGE RD SUITE 211,,SAN ANTONIO,TX,BEXAR,78230,210-446-4595
RCO1697,MOLD REMEDIATION COMPANY,CURRENT,SCZW SERVICES LLC DBA THE RESTORATION GIRL,5/29/2027,6211 DUMFRIES DR,,HOUSTON,TX,HARRIS,77096-4602,713-714-7312
RCO1698,MOLD REMEDIATION COMPANY,CURRENT,"RIKER ROOFING, LLC",6/5/2027,2901 TECHNOLOGY DR STE 167,Ste 108D,PLANO,TX,COLLIN,75074,469-267-6456
RCO1699,MOLD REMEDIATION COMPANY,CURRENT,TOP STAR AIR PROS,6/8/2027,13004 MURPHY RD STE 218,,STAFFORD,TX,HARRIS,77477-3961,832-990-9333
RCO1700,MOLD REMEDIATION COMPANY,CURRENT,BT SERVICES LLC,6/8/2027,6905 K AVE STE 211,,PLANO,TX,COLLIN,75074,469-964-1554
RCO1701,MOLD REMEDIATION COMPANY,CURRENT,TEXGUARD ENVIRONMENTAL SOLUTIONS LLC,6/9/2027,314 AQUARIUS DR,,CEDAR HILL,TX,DALLAS,75104-3238,469-235-4115
RCO1702,MOLD REMEDIATION COMPANY,CURRENT,"TRIDENT RESTORATION, LLC.",6/11/2027,13310 WESTERN OAK DR,#200,HELOTES,TX,MEDINA,78023-4798,210-514-4419
RCO1703,MOLD REMEDIATION COMPANY,CURRENT,BC RESTORATION LLC,6/11/2027,4008 OLD LORENA RD,,LORENA,TX,MCLENNAN,76655-3203,254-289-1105
RCO1704,MOLD REMEDIATION COMPANY,CURRENT,HEADSTRONG ENVIRONMENTAL SERVICES LLC,6/23/2027,1905 ROBIN LN,,GARLAND,TX,DALLAS,75042-8233,469-441-2630
RCO1705,MOLD REMEDIATION COMPANY,CURRENT,"TURNER SPECIALTY SERVICES, L.L.C.",6/24/2027,8687 UNITED PLAZA BLVD,,BATON ROUGE,LA,OUT OF STATE/UNKNOWN,70809-7009,225-922-5050
RCO1706,MOLD REMEDIATION COMPANY,CURRENT,COYOTE RESTORATION LLC,6/29/2027,5750 RUFE SNOW DR STE 100,,NORTH RICHLAND HILLS,TX,TARRANT,76180-6140,682-758-1624
RCO1707,MOLD REMEDIATION COMPANY,CURRENT,ARMATTO LLC,7/1/2027,1415 E BLANCO RD STE 8,,BOERNE,TX,BEXAR,78006-1886,830-375-1501
RCO1708,MOLD REMEDIATION COMPANY,CURRENT,"IVORY PROPERTY RESTORATION, LLC",7/16/2027,16261 HOLLISTER ST,,HOUSTON,TX,HARRIS,77066-1431,517-974-3492
RCO1709,MOLD REMEDIATION COMPANY,CURRENT,BEAVER DAM WATER RESTORATION LLC,7/22/2027,3333 COUNTY ROAD 119 STE 96,,HUTTO,TX,WILLIAMSON,78634-1005,512-743-4922
RCO1710,MOLD REMEDIATION COMPANY,CURRENT,BEAVER DAM WATER RESTORATION,7/29/2027,3333 COUNTY ROAD 119 STE 122,,HUTTO,TX,WILLIAMSON,78634-1006,512-743-4922
RCO1711,MOLD REMEDIATION COMPANY,CURRENT,KLEEN SWEEP VENTURES LLC,7/29/2027,801 RUSSELL PALMER RD,,HUMBLE,TX,HARRIS,77339-1644,281-358-0363
RCO1712,MOLD REMEDIATION COMPANY,CURRENT,GLENN MIKESKA ENTERPRISES LLC,8/11/2027,1201 CARDIFF RD,,BROOKSHIRE,TX,WALLER,77423-8713,281-395-9000
RCO1713,MOLD REMEDIATION COMPANY,CURRENT,RCS EMERGENCY SERVICES LLC,8/12/2027,141 TARPON ST,,BAYOU VISTA,TX,GALVESTON,77563-2575,832-998-2688
RCO1714,MOLD REMEDIATION COMPANY,CURRENT,SERVPRO OF NORTHEAST DALLAS,8/13/2027,10280 MILLER ROAD,,DALLAS,TX,DALLAS,75238,214-343-3973
RCO1715,MOLD REMEDIATION COMPANY,CURRENT,XXL CONSTRUCTION INC,8/14/2027,1655 TOWNHURST DR,Suite 150,HOUSTON,TX,HARRIS,77043-3265,281-721-4700
RCO1716,MOLD REMEDIATION COMPANY,CURRENT,"24 HOUR FLOOD PROS OF HOUSTON, LLC",8/20/2027,12934 WESTLEIGH DR,,HOUSTON,TX,HARRIS,77077-3714,281-781-5821
RCO1717,MOLD REMEDIATION COMPANY,CURRENT,"TRINITY RIVER RESTORATION, LLC",8/21/2027,1131 NORMANDY DR,,GRAPEVINE,TX,TARRANT,76051-3385,912-464-9755
RCO1718,MOLD REMEDIATION COMPANY,CURRENT,PAULOA LLC,8/25/2027,425 JAMES RICHARD CLOSNER DR,Ste. B,LA FERIA,TX,CAMERON,78559-3010,956-277-0645
RCO1719,MOLD REMEDIATION COMPANY,CURRENT,H3 RESTORATION,8/26/2027,3412 SCHUYLER ST,,DENTON,TX,DENTON,76207-3455,940-566-2277
RCO1720,MOLD REMEDIATION COMPANY,CURRENT,NATIONAL FLOOD AND FIRE NETWORK,8/28/2027,8682 S SANDY PKWY,,SANDY,UT,,84070-6424,801-792-2071
RCO1721,MOLD REMEDIATION COMPANY,CURRENT,MIDWAY STAFF LLC,8/28/2027,11103 LEGUME CT,,CYPRESS,TX,HARRIS,77433-4566,754-281-7040
RCO1722,MOLD REMEDIATION COMPANY,CURRENT,"AMERICAN WATER DAMAGE OF DFW, LLC",9/2/2027,2901 GALLERIA DR,,ARLINGTON,TX,TARRANT,76011-6717,817-628-0606
RCO1723,MOLD REMEDIATION COMPANY,CURRENT,"TEXAS GCR, LLC",9/7/2027,584 COUNTY ROAD 4465,,TRENTON,TX,GRAYSON,75490-5220,903-505-0743
RCO1724,MOLD REMEDIATION COMPANY,CURRENT,COBEAGA HOLDINGS LLC,9/11/2027,11522 ESCOBAR RD,,SAN ANTONIO,TX,BEXAR,78253-6597,726-241-2088
RCO1725,MOLD REMEDIATION COMPANY,CURRENT,SPARTAN RESTORATION LLC,9/16/2027,4906 COUNTY ROAD 1089,,CELESTE,TX,HUNT,75423-5033,214-616-2529
RCO1726,MOLD REMEDIATION COMPANY,CURRENT,SUPERIOR REMEDIATION LLC,9/18/2027,2508 CHARLA CIR,,AUSTIN,TX,TRAVIS,78728-6738,512-988-4284
RCO1727,MOLD REMEDIATION COMPANY,CURRENT,GENIXO CONSTRUCTION LLC,9/22/2027,2001 TIMBERLOCH PL STE 500,,THE WOODLANDS,TX,MONTGOMERY,77380-1375,844-436-4961
RCO1728,MOLD REMEDIATION COMPANY,CURRENT,NEW ARMOR RENOVATION,9/23/2027,8200 NORTHEAST PKWY STE 109,,NORTH RICHLAND HILLS,TX,TARRANT,76182-4006,817-996-5310
RCO1729,MOLD REMEDIATION COMPANY,CURRENT,"PDS DALLAS, LLC",9/23/2027,6125 LUTHER LN # 581,,DALLAS,TX,DALLAS,75225-6202,214-395-0860
RCO1730,MOLD REMEDIATION COMPANY,CURRENT,AMAZON ROOFING TEXAS LLC,9/24/2027,411 COVENTRY RD,,SPICEWOOD,TX,TRAVIS,78669-3113,512-657-6889
RCO1731,MOLD REMEDIATION COMPANY,CURRENT,"ENVIRONMENTAL US RESOURCES, LLC",9/28/2027,PO BOX 36,,AVALON,TX,ELLIS,76623-0036,972-627-3487
RCO1732,MOLD REMEDIATION COMPANY,CURRENT,"A & A RESTORATION, LLC",9/28/2027,904 GEMINI ST,,HOUSTON,TX,HARRIS,77058-2704,281-672-6200
RCO1733,MOLD REMEDIATION COMPANY,CURRENT,"LONE STAR FIRE & WATER RESTORATION, LLC",10/15/2027,2537 ROY RD,,PEARLAND,TX,HARRIS,77581-8603,281-412-6211
RCO1734,MOLD REMEDIATION COMPANY,CURRENT,VANTEDGE DISASTER HOLDINGS LLC,10/15/2027,32014 TAMINA RD,,MAGNOLIA,TX,MONTGOMERY,77354-2223,832-460-5535
RCO1735,MOLD REMEDIATION COMPANY,CURRENT,"TOTAL DISASTER SOLUTIONS, LLC",10/27/2027,1507 MALLARD CIR,,MANSFIELD,TX,TARRANT,76063-4081,469-754-9255
RCO1736,MOLD REMEDIATION COMPANY,CURRENT,"GO TO PROPERTY SOLUTIONS, INC",10/27/2027,1711 HAZEL HEIGHTS RD,,RICHMOND,TX,FORT BEND,77406-5007,281-217-9015
RCO1737,MOLD REMEDIATION COMPANY,CURRENT,ATOM NUTRITION,11/3/2027,16801  ADDISON RD UNIT # 130,,ADDISON,TX,,75024-7013,469-777-8834
RCO1738,MOLD REMEDIATION COMPANY,CURRENT,CATANIA CONSTRUCTION,11/6/2027,1804 SAINT PHILIP AVE,,SOUTHLAKE,TX,TARRANT,76092-1140,781-775-2359
RCO1739,MOLD REMEDIATION COMPANY,CURRENT,ALAMO STEAM TEAM CLEANING AND RESTORATION,11/11/2027,4712 BROOM ST,,SAN ANTONIO,TX,BEXAR,78217-3709,210-599-9726
RCO1740,MOLD REMEDIATION COMPANY,CURRENT,UNITED WATER RESTORATION GROUP OF THE WOODLANDS,11/18/2027,33011 TAMINA RD SUITE A,,MAGNOLIA,TX,MONTGOMERY,77354-4181,281-297-8500
RCO1741,MOLD REMEDIATION COMPANY,CURRENT,"CONTRACTOR SUPPORT GROUP, LLC",11/18/2027,4334 US HWY 380 WEST SUITE 500,,DECATUR,TX,WISE,76234,817-683-6515
RCO1742,MOLD REMEDIATION COMPANY,CURRENT,"MANORLY MOLD AND REMEDIATION, LLC",11/24/2027,"12240 INWOOD ROAD ",suite 300,DALLAS,TX,DALLAS,75244,214-514-6372
RCO1743,MOLD REMEDIATION COMPANY,CURRENT,"A & E SERVICES, LLC",12/4/2027,10850  COUNTY RD 442,,PRINCETON,TX,COLLIN,75407,214-801-0694
RCO1744,MOLD REMEDIATION COMPANY,CURRENT,PURE MAINTENANCE OF EAST TEXAS LLC,12/7/2027,104  STEVEN ST,,KILGORE,TX,GREGG,75662,903-557-9032
RCO1745,MOLD REMEDIATION COMPANY,CURRENT,VODA CLEANING & RESTORATION OF GREATER DALLAS/FORT WORTH,12/7/2027,700 FLORA VISTA COURT,,ARLINGTON,TX,TARRANT,76002,817-914-8117
RCO1746,MOLD REMEDIATION COMPANY,CURRENT,OMNI-PROS RESTORATION,12/15/2027,12729 SH-30,,COLLEGE STATION,TX,BRAZOS,77845,979-450-4504
RCO1747,MOLD REMEDIATION COMPANY,CURRENT,ENVIROBUILD MATERIALS AND SERVICES LLC,12/18/2027,1309 ILLINOIS ST,,SOUTH HOUSTON,TX,HARRIS,77587-5418,346-747-1563
RCO1748,MOLD REMEDIATION COMPANY,CURRENT,"ONEFORCE RESTORATION DTX, LLC",1/4/2028,3033 KELLWAY DR. STE 124,,CARROLLTON,TX,DALLAS,75006,972-386-3808
RCO1749,MOLD REMEDIATION COMPANY,CURRENT,SPOT BE GONE LIMITED LIABILITY COMPANY,1/5/2028,1281 PO BOX,,CEDAR PARK,TX,WILLIAMSON,78630,512-913-4990
RCO1750,MOLD REMEDIATION COMPANY,CURRENT,OZONA ENTERPRISES LLC,1/6/2028,1709 E WILLIAM J BRYAN PKWY,,BRYAN,TX,BRAZOS,77803-5062,979-213-4060
RCO1751,MOLD REMEDIATION COMPANY,CURRENT,SUMMIT INDUSTRIAL SERVICES INC.,1/7/2028,18000 GROESCHKE RD STE A 1,,HOUSTON,TX,HARRIS,77084,832-802-1212
RCO1752,MOLD REMEDIATION COMPANY,CURRENT,CER REMEDIATION AND RESTORATION,1/8/2028,125 MEADOW GLEN DR,,WAXAHACHIE,TX,ELLIS,75165,214-399-1686
RCO1753,MOLD REMEDIATION COMPANY,CURRENT,DEX VENTURES LLC,1/14/2028,2601 SILVERSTONE WAY,,CONROE,TX,MONTGOMERY,77304,936-718-3465
RCO1754,MOLD REMEDIATION COMPANY,CURRENT,"ROBINSON RESTORATION HOLDINGS, INC",1/15/2028,406 COUNTY ROAD 2788,,SUNSET,TX,WISE,76270,940-783-1642
RCO1755,MOLD REMEDIATION COMPANY,CURRENT,MFH ENVIRONMENTAL CORP,1/19/2028,1932 W PAISANO DR,,EL PASO,TX,EL PASO,79922,915-351-6004
RCO1756,MOLD REMEDIATION COMPANY,CURRENT,"MITPRO, LLC",1/20/2028,4515 RIVER RUN RD,,CRANDALL,TX,KAUFMAN,75114-0921,469-233-6035
RCO1757,MOLD REMEDIATION COMPANY,CURRENT,TRIAD PROPERTY RECOVERY LLC,1/27/2028,3845 BEAUMONT LN,,PLANO,TX,COLLIN,75023,469-523-9982
RCO1758,MOLD REMEDIATION COMPANY,CURRENT,WITH PURPOSE BUSINESS LLC,1/27/2028,2700 LOUIS HENNA BLVD,Ste 100A Unit E4,ROUND ROCK,TX,TRAVIS,78664,512-500-0688
RCO1759,MOLD REMEDIATION COMPANY,CURRENT,RAPID RESPONSE REMEDIATION,2/3/2028,1330 SHERWOOD FOREST,,HOUSTON,TX,,77403,713-489-8089
RCO1760,MOLD REMEDIATION COMPANY,CURRENT,SEMPER DRI LLC,2/3/2028,777 COUNTY ROAD 270 UNIT 102,,LEANDER,TX,TRAVIS,78641,737-222-7337
RCO1761,MOLD REMEDIATION COMPANY,CURRENT,CF&J INVESTMENTS,2/9/2028,25 CREEK WOOD CIR,,RICHARDSON,TX,DALLAS,75080,469-233-0144
RCO1762,MOLD REMEDIATION COMPANY,CURRENT,CAP EDGE ENVIRONMENTAL,2/12/2028,1032 CANYON BEND DR STE C,,DRIPPING SPRINGS,TX,TRAVIS,78620-3912,512-774-3919
RCO1763,MOLD REMEDIATION COMPANY,CURRENT,AIR ENVIRONMENTAL SERVICES INC.,2/12/2028,11862 CLOVERLAND COURT,,BATON ROUGE,LA,OUT OF STATE/UNKNOWN,70809,225-753-0014
RCO1764,MOLD REMEDIATION COMPANY,CURRENT,TAKE AIR DUCT & CARPET CLEANING SPECIALIST LLC,2/18/2028,8800 brae ac 8800 BRAE ACRES RD,,HOUSTON,TX,HARRIS,77074,713-377-0144
RCO1765,MOLD REMEDIATION COMPANY,CURRENT,J&F USA GROUP LLC,2/26/2028,32607 FM 2978 RD STE C102,,MAGNOLIA,TX,MONTGOMERY,77354,936-548-0715
RCO1766,MOLD REMEDIATION COMPANY,CURRENT,"GOLD STANDARD RESTORATION, LLC",2/26/2028,7717 MILWAUKEE AVE UNIT E 246,,LUBBOCK,TX,LUBBOCK,79424,806-808-7886
RCO1767,MOLD REMEDIATION COMPANY,CURRENT,GUARDIAN360 CLEANING & RESTORATION,2/26/2028,1110  FM 2289,,"MADISONVILLE ",TX,MADISON,77864,936-306-3767
RCO1768,MOLD REMEDIATION COMPANY,CURRENT,REDWOOD PEAK LLC,3/1/2028,4310 DRY CREEK COURT,,TYLER,TX,SMITH,75703,903-279-6990
RCO1769,MOLD REMEDIATION COMPANY,CURRENT,LONE STAR RESTORATION SOLUTIONS LLC,3/5/2028,6307 SHADOW MOUNTAIN DR,,AUSTIN,TX,TRAVIS,78731,512-537-4772
RCO1770,MOLD REMEDIATION COMPANY,CURRENT,JDR RESTORATION AND REMODELING LV LLC,3/5/2028,5960 LOWER BIRDVILLE RD C3,,HALTOM CITY,TX,TARRANT,76117,972-584-7961
RCO1771,MOLD REMEDIATION COMPANY,CURRENT,"RUSH DRY, INC.",3/8/2028,160 BUSINESS PKWY,,RICHARDSON,TX,DALLAS,75081,214-556-8540
RCO1772,MOLD REMEDIATION COMPANY,CURRENT,"APTX CONSULTING, LLC DBA BEST OPTION RESTORATION GRAPEVINE-CARROLLTON",3/8/2028,2151 ANDERSON GIBSON RD APT 2307,,GRAPEVINE,TX,TARRANT,76051,817-287-9258
RCO1773,MOLD REMEDIATION COMPANY,CURRENT,360 FIRE & FLOOD LLC.,3/11/2028,1461 LEMAY DR,,CARROLLTON,TX,DENTON,75007,972-670-3520
RCO1774,MOLD REMEDIATION COMPANY,CURRENT,RESTORED SERVICES GROUP,3/11/2028,1406 MAGNOLIA AVE,,PORT NECHES,TX,JEFFERSON,77651,409-853-1455
RCO1775,MOLD REMEDIATION COMPANY,CURRENT,TYME HOLDINGS COMPANY,3/15/2028,15600 TRINITY BLVD SUITE 108,,FORT WORTH,TX,TARRANT,76155,972-790-6300
RCO1776,MOLD REMEDIATION COMPANY,CURRENT,AMARILLO STEAM TEAM LLC,3/15/2028,PO BOX 7738,,AMARILLO,TX,RANDALL,79114,806-570-9501
RCO1777,MOLD REMEDIATION COMPANY,CURRENT,TWIN PILLARS RESTORATION LLC,3/16/2028,11601 CONNAUGHT CV,,AUSTIN,TX,TRAVIS,78754,512-876-0446
RCO1778,MOLD REMEDIATION COMPANY,CURRENT,"CLEANPATH RESTORATION, LLC",3/16/2028,5701 N STANTON,,EL PASO,TX,EL PASO,79912,833-601-4010
RCO1779,MOLD REMEDIATION COMPANY,CURRENT,SAPPHIRE RESTORATION LLC,3/16/2028,3030 FALL CREST DR,,SAN ANTONIO,TX,BEXAR,78247,210-664-0770
RCO1780,MOLD REMEDIATION COMPANY,CURRENT,"ONEFORCE RESTORATION STX, LLC",3/17/2028,7019 BURLESON RD BLDG 2,,AUSTIN,TX,TRAVIS,78744,512-420-9886
RCO1781,MOLD REMEDIATION COMPANY,CURRENT,"LEGACY PROPERTY RESTORATION, LLC",3/29/2028,6175 N STATE HIGHWAY 6,,WACO,TX,MCLENNAN,76712,254-709-7654
