License Number,License Type,Business Name,DBA Name,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Expiration Date,License Status
24-6Z75R-SHMO,Mold Assessment Contractor License (SH125),Next Solutions C.S. Incorporated,,52-25 Barnett Ave,,Long Island City,NY,11104,3474970333,04/25/2024,04/30/2026,Expired
26-6L4XZ-SHMO,Mold Remediation Contractor License (SH126),Nicorob Corporation,SERVPRO Northwest Brooklyn,1850 Utica Ave,,Brooklyn,NY,11234,7185224400,01/23/2026,01/31/2028,Active
26-6ZUVE-SHMO,Mold Remediation Contractor License (SH126),North Country EPS LLC,Paul Davis Restoration,22 Gildner Road,,Central Square,NY,13036,3156764473,03/13/2026,03/31/2028,Active
26-6ZNUL-SHMO,Mold Assessment Contractor License (SH125),"NorthEastern Environmental Testing, Inc.",,380 Main Street,,Setauket,NY,11733,5167241135,01/06/2026,02/29/2028,Active
25-6U8XC-SHMO,Mold Remediation Contractor License (SH126),Northeast Property Restoration LLC,,"136 East Service Rd, Ste 100",,BINGHAMTON,NY,13901,6078820497,06/23/2025,06/30/2027,Active
23-6TPJ1-SHMO,Mold Remediation Contractor License (SH126),"Northern Property Management, LLC",,"Post Office Box 304, 566 Port Douglas Rd",,Keeseville,NY,12944,5188349816,05/16/2023,01/31/2025,Expired
25-6s96l-shmo,Mold Assessment Contractor License (SH125),"Nu-Life Resources, LLC",,45 Callaway Rd,,ARGYLE,NY,12809,5188549444,12/31/2025,01/31/2028,Active
26-6AC1Q-SHMO,Mold Assessment Contractor License (SH125),O'Rourke Inc.,,193 Sulphur Springs Road,,Owego,NY,13827,6076877434,01/14/2026,02/29/2028,Active
25-65SFK-SHMO,Mold Remediation Contractor License (SH126),"ONIXX ENVIRONMENTAL, LLC",,320 Central Park,,Rochester,NY,14605,5857700877,05/20/2025,05/31/2027,Active
25-6L4X6-SHMO,Mold Assessment Contractor License (SH125),"Olmsted Env. Services, Inc.",,1992 Rte 9,,GARRISON,NY,10524,,12/02/2025,12/31/2027,Active
01825,Mold Remediation Contractor License (SH126),On Call Home Solutions LLC,,215-02 23rd Road,,Bayside,NY,11360,6465293204,06/12/2018,09/30/2024,Expired
25-6IR9L-SHMO,Mold Assessment Contractor License (SH125),"On The Mark Home Inspections, LLC",,139 Weiner Street,,Staten Island,NY,10309,6467720289,12/23/2025,12/31/2027,Active
26-6ANVK-SHMO,Mold Remediation Contractor License (SH126),"Oneida Sales and Service, Inc.",Lackawanna,155 Commerce Drive,,Lackawanna,NY,14218,7168228205,05/26/2026,05/31/2028,Active
25-65SRE-SHMO,Mold Remediation Contractor License (SH126),Onyx Restoration NY LLC,,368 new Hempstead rd,unit 6 # 71,new city,NY,10956,8455960836,05/20/2025,05/31/2027,Active
01828,Mold Assessment Contractor License (SH125),Optima Home Inspections Inc,,20 Westview Terrace,,POUGHKEEPSIE,NY,12603,8458491369,02/02/2023,02/28/2025,Expired
25-6IPGT-SHMO,Mold Assessment Contractor License (SH125),"P. W. Grosser Consulting, Inc.",,"630 Johnson Ave, Ste 7",,BOHEMIA,NY,11716,,12/11/2025,12/31/2027,Active
26-69V9C-SHMO,Mold Assessment Contractor License (SH125),"P.W. Grosser Consulting Engineer & Hydrogeologist, D.P.C",,630 Johnson Avenue,Suite 7,Bohemia,NY,11716,6315896353,07/01/2026,07/31/2028,Active
26-6Z5TQ-SHMO,Mold Remediation Contractor License (SH126),PATRIOT SONS USA LLC,,100 Fergerson Park,,North Syracuse,NY,13212,3158634450,05/14/2026,05/31/2028,Active
25-6H3OL-SHMO,Mold Remediation Contractor License (SH126),PITS Global LLC,PITS Environmental,2424 Ocean ave,Unit 1A,Brooklyn,NY,11229,8774276737,09/29/2025,09/30/2027,Active
26-6Z4ZI-SHMO,Mold Remediation Contractor License (SH126),PMG General Solutions Inc.,,77 Weber Ave,,Malverne,NY,11565,5167921639,04/24/2026,04/30/2028,Active
23-6TOW9-SHMO,Mold Assessment Contractor License (SH125),PRESERVATION SERVICES LLC,,5 LOUIS AVE,,MONSEY,NY,10952,9176581851,06/09/2023,03/31/2025,Expired
25-618GD-SHMO,Mold Remediation Contractor License (SH126),Painting Guy Inc,,"85-55 115th St, Apt Super",,RICHMOND HILL,NY,11418,6467734707,08/21/2025,08/31/2027,Active
25-6LSZD-SHMO,Mold Assessment Contractor License (SH125),"Paradigm Environmental, LLC.",,"3 Neptune Rd, Ste A-18E",,POUGHKEEPSIE,NY,12601,8454621466,11/07/2025,11/30/2027,Active
26-67H9H-SHMO,Mold Assessment Contractor License (SH125),Patch Wall Pro's Corp,,502 Travis Ave,,Staten Island,NY,10314,2018971835,01/28/2026,01/31/2028,Active
26-6ZAKO-SHMO,Mold Remediation Contractor License (SH126),"Paul Davis Systems of the Capital District, Inc.",,831 Route 67,Bldg. 37A,Ballston Spa,NY,12020,5188858900,02/09/2026,02/29/2028,Active
25-6HACH-SHMO,Mold Remediation Contractor License (SH126),Paulina Corporation,,76-24 85th Road,,WOODHAVEN,NY,11421,7183667600,09/25/2025,09/30/2027,Active
24-63154-SHMO,Mold Assessment Contractor License (SH125),"Pedcore, Inc.",,"51 Forest Rd, Suite 316-205",,MONROE,NY,10950,8457749791,11/01/2024,11/30/2026,Active
00188,Mold Assessment Contractor License (SH125),"People's Environmental, Inc.",,22 Rutgers St,,NEW YORK,NY,10002,2126934050,01/07/2016,01/31/2024,Expired
01892,Mold Remediation Contractor License (SH126),Pest Pro Extermination Co. Inc.,,"1650 Sycamore Ave, Ste 13",,BOHEMIA,NY,11716,6316610900,11/22/2022,11/30/2024,Expired
26-6Z8Y3-SHMO,Mold Assessment Contractor License (SH125),Phillip M. Carabin,P.M.Carabin,42 Wadsworth Rd.,,New Hartford,NY,13413,3155341277,03/10/2026,03/31/2028,Active
25-67G8P-SHMO,Mold Remediation Contractor License (SH126),Phoenix Restorations LLC,Service Master Restoration Services,1355 Clinton St,,BUFFALO,NY,14206,7168222255,11/05/2025,11/30/2027,Active
01488,Mold Assessment Contractor License (SH125),Pitroy Enterprises LLC,,426 South Main Street,,GLOVERSVILLE,NY,12078,5187750536,03/06/2020,03/31/2024,Expired
26-6SV5V-SHMO,Mold Remediation Contractor License (SH126),Plus Construction Services inc,,62 ELMHURST AVE,,MEDFORD,NY,11763,6314857557,02/19/2026,02/29/2028,Active
25-6UYAP-SHMO,Mold Assessment Contractor License (SH125),"Polito Home Inspections, Inc.",,181 Monroe St,,Honeoye Falls,NY,14472,5853305644,04/18/2025,04/30/2027,Active
24-6AR4Z-SHMO,Mold Assessment Contractor License (SH125),Pomilla Property Corp,,7 Olive Ct,,FARMINGVILLE,NY,11738,6318738653,05/15/2024,06/30/2026,Expired
26-6Z88F-SHMO,Mold Assessment Contractor License (SH125),"Powers Environmental, LLC",,65 West Street,Apartment 505,New Milford,CT,06776,2037754885,01/23/2026,01/31/2028,Active
25-6IEYU-SHMO,Mold Assessment Contractor License (SH125),"Precision Environmental, Inc.",Precision Group Services,60 Forest Ave.,,CORTLANDT MANOR,NY,10567,7183832626,10/23/2025,10/31/2027,Active
24-6SCJB-SHMO,Mold Remediation Contractor License (SH126),Premier Drying Solutions Corp,,711-5 Koehler Avenue,,RONKONKOMA,NY,11779,,02/07/2024,01/31/2026,Expired
26-6ZRHX-SHMO,Mold Assessment Contractor License (SH125),"Premier inspection services, LLC",,41 Windham HI,,Glenmont,NY,12077,5189153378,03/06/2026,03/31/2028,Active
26-6AY5I-SHMO,Mold Assessment Contractor License (SH125),"Prime Aire Mold Services, Inc.",DryEase Mold Services,"185 Clymer Street, Suite 210",,Brooklyn,NY,11211,8772158399,05/19/2026,05/31/2028,Active
26-6ZRKI-SHMO,Mold Assessment Contractor License (SH125),Prime Mold Removal Inc.,,2461 East 3rd Street,,Brooklyn,NY,11223,9297324244,02/12/2026,02/29/2028,Active
25-651IV-SHMO,Mold Assessment Contractor License (SH125),Pristine General Contracting INC,,218 Billiou St,,Staten Island,NY,10312,9148154935,05/07/2025,05/31/2027,Active
24-6ZPK6-SHMO,Mold Assessment Contractor License (SH125),"Pro-Engineered Inspections, P.C.",,"95 Allens Creek Rd, Bldg 2, Ste 211",,ROCHESTER,NY,14618,5853854766,03/18/2024,03/31/2026,Expired
26-6AHCC-SHMO,Mold Remediation Contractor License (SH126),ProServe Envioronmental Inc.,,1 12th Street,,Brooklyn,NY,11215,2126440441,03/11/2026,03/31/2028,Active
25-64JTU-SHMO,Mold Assessment Contractor License (SH125),Procyon Inc.,,51 Highland Ave,,NEW ROCHELLE,NY,10801,9149185440,01/02/2025,12/31/2026,Active
26-6ZTS6-SHMO,Mold Assessment Contractor License (SH125),Professional Home Inspection Service Inc.,,1278 Vestal Ave,,Binghamton,NY,13903,6077731519,02/06/2026,02/29/2028,Active
00544,Mold Assessment Contractor License (SH125),"Professional Mold Testing, Inc.",,6 Stalker Lane,,EAST SETAUKET,NY,11733,6313794594,03/04/2016,03/31/2024,Expired
26-6IF3K-SHMO,Mold Remediation Contractor License (SH126),Promore Construction Corp.,,"83-25 98th Street, Apt 3C",,Woodhaven,NY,11421,3474939006,02/02/2026,02/29/2028,Active
25-6UUJB-SHMO,Mold Remediation Contractor License (SH126),Property Deep Cleaning LLC,,68 Centre St,,Freeport,NY,11520,5164259188,10/08/2025,10/31/2027,Active
24-6S73K-SHMO,Mold Remediation Contractor License (SH126),"Property Restoration, Inc.",Disaster Clean-up,"6194 Thompson Rd, Suite B",,SYRACUSE,NY,13206,3154540518,02/22/2024,03/31/2026,Expired
26-661PT-SHMO,Mold Remediation Contractor License (SH126),Provision General Contracting Inc.,,11 glenmore ave,,brentwood,NY,11717,6317159158,04/08/2026,04/30/2028,Active
25-6LDQ4-SHMO,Mold Remediation Contractor License (SH126),Pure Environmental Inc,,9201 4th Ave Ste 200A,,BROOKLYN,NY,11209,6787562110,11/13/2025,11/30/2027,Active
01802,Mold Assessment Contractor License (SH125),Put Back Builders Fire Water Smoke Corp,,100 South Broadway,,South Amboy,NJ,08879,8447882225,10/28/2022,10/31/2024,Expired
25-6HRF4-SHMO,Mold Remediation Contractor License (SH126),QUALITY AIR ABATEMENT INC,,82-11 37TH AVENUE,STE LL-20,JACKSON HEIGHTS,NY,11372,9174996522,07/09/2025,07/31/2027,Active
25-654NY-SHMO,Mold Assessment Contractor License (SH125),Quality Air Testing LLC,,32 Peppermint Road,,Commack,NY,11725,5165122646,06/03/2025,06/30/2027,Active
26-6ZU89-SHMO,Mold Assessment Contractor License (SH125),Qualtec Environmental Inc.,,169 Commack Rd,,Commack,NY,11725,5163260209,08/21/2026,03/31/2028,Active
26-6Z47A-SHMO,Mold Assessment Contractor License (SH125),Questar III BOCES,,10 Empire State Blvd,,Castleton,NY,12033,5184796800,03/10/2026,03/31/2028,Active
25-67UV9-SHMO,Mold Remediation Contractor License (SH126),R S Construction & Renovation LLC,,811 Caldwell Ave,,VALLEY STREAM,NY,11581,9177091564,12/22/2025,12/31/2027,Active
23-6TJBC-SHMO,Mold Assessment Contractor License (SH125),R. Giordano Inc,,Post Office Box 527,,Vailsgate,NY,12584,8455683202,04/19/2023,04/30/2025,Expired
25-64A8Y-SHMO,Mold Remediation Contractor License (SH126),RAVEN CONSTRUCTION SERVICES CORP.,,29 SADDLE LN,,GLEN HEAD,NY,11545,9178178221,02/12/2025,02/28/2027,Active
24-64YSG-SHMO,Mold Remediation Contractor License (SH126),"RELIABLE CLEANING & RESTORATION SYSTEMS,INC.",RELIABLE CLEANING SYSTEMS,450 WESTBURY AVENUE,,CARLE PLACE,NY,11514,5163330345,12/13/2024,12/31/2026,Active
24-6SKN1-SHMO,Mold Remediation Contractor License (SH126),RF Construction Services LLC,NYC Emergency Mold Water Fire Restoration,658 E 80th Street,Suite 2,Brooklyn,NY,11236,3477428776,02/06/2024,02/28/2026,Expired
00800,Mold Assessment Contractor License (SH125),ROBIN HOME INSPECTION INC,,475 ROSSWAY ROAD,,PLEASANT VALLEY,NY,12569,9144567718,07/08/2016,07/31/2024,Expired
25-67K6Q-SHMO,Mold Remediation Contractor License (SH126),ROMAX GROUP INC,,160-04 CROSS BAY BLVD,171,HOWARD BEACH,NY,11414,9175472749,11/21/2025,11/30/2027,Active
23-6UJHD-SHMO,Mold Assessment Contractor License (SH125),RR Plumbing Services Corporation,,280 Meredith Ave,,STATEN ISLAND,NY,10314,9299007046,08/02/2023,08/31/2025,Expired
24-64YJA-SHMO,Mold Remediation Contractor License (SH126),RSK Environmental LLC,,"3611 14th Avenue, Suite 551",,Brooklyn,NY,11218,7184365500,12/12/2024,12/31/2026,Active
26-6I4XV-SHMO,Mold Assessment Contractor License (SH125),RTK Environmental Group LLC,,29 Bank Street,,Stamford,CT,06901,8003926468,01/08/2026,01/31/2028,Active
25-65JSR-SHMO,Mold Remediation Contractor License (SH126),Rafalex Contracting Corp,,480 E 188th St,,Bronx,NY,10453,7183290626,04/04/2025,04/30/2027,Active
26-6A9OI-SHMO,Mold Remediation Contractor License (SH126),Ranieri Massa Enterprises LLC,Paul Davis Emergency Services,6341 Ledgewood Drive,,Jamesville,NY,13078,3155654150,07/07/2026,07/31/2028,Active
25-6H57P-SHMO,Mold Remediation Contractor License (SH126),Rapid Restore Water & Mold Remediation Inc,,3602 Quentin Rd,,broolyn,NY,11234,3472477464,10/07/2025,10/31/2027,Active
23-61VC7-SHMO,Mold Remediation Contractor License (SH126),Raw Restoration Services Inc.,Servpro of New Hyde Park/Mineola,87-17 97th Avenue,,Ozone Park,NY,11416,3472332305,09/29/2023,09/30/2025,Expired
26-66B9E-SHMO,Mold Remediation Contractor License (SH126),Rayon Home Inspection Inc,,262 Slater Blvd,,Staten Island,NY,10305,3473098681,02/13/2026,02/29/2028,Active
25-64USU-SHMO,Mold Remediation Contractor License (SH126),Ready2Go Mold Restoration LLC,,416 1st street,,Albany,NY,12206,9176529519,01/30/2025,01/31/2027,Active
01761,Mold Assessment Contractor License (SH125),Recon Home Inspections LLC,,24 Glenwood Rd,,NEW CITY,NY,10956,8452228437,07/19/2022,07/31/2024,Expired
25-67T3S-SHMO,Mold Remediation Contractor License (SH126),"Refind Organization & Design, LLC.",,38 Braunview Way,,New York,NY,14127,7166037877,12/16/2025,12/31/2027,Active
26-6SSAQ-SHMO,Mold Assessment Contractor License (SH125),"Reliable Property Inspections of WNY, LLC",,2364 Walker Road,,Alexander,NY,14005,7163590325,01/21/2026,02/29/2028,Active
23-6T8SZ-SHMO,Mold Remediation Contractor License (SH126),Remodeling Renovation NYC Corp,,4304 69th Street,,Woodside,NY,11377,2126956370,04/12/2023,04/12/2025,Expired
26-63Y53-SHMO,Mold Remediation Contractor License (SH126),Rentals 4 You LLC,,33 Lee Avenue,,Valley Stream,NY,11581,9088585610,07/07/2026,07/31/2028,Active
25-65A5O-SHMO,Mold Assessment Contractor License (SH125),"Renzi's Home Improvements, Inc.",,122 Clunie Ave,,Yonkers,NY,10703,9145880222,05/30/2025,05/31/2027,Active
24-63X19-SHMO,Mold Remediation Contractor License (SH126),Restoration Masters Incorporated,,1208 Jericho Turnpike,,New Hyde Park,NY,11040,3472651191,10/17/2024,10/31/2026,Active
26-6SRNA-SHMO,Mold Remediation Contractor License (SH126),Restoration Services of Medford LLC,Servpro of Medford,3090 Route 112,,Medford,NY,11763,6314767500,02/04/2026,02/29/2028,Active
25-67RTS-SHMO,Mold Remediation Contractor License (SH126),"Restorations Services, Inc.",Dry Fast Restoration,1533 Rocky Point Rd,,Middle Island,NY,11953,6319818585,10/31/2025,10/31/2027,Active
24-63KPQ-SHMO,Mold Remediation Contractor License (SH126),Revamp Cleaning Solutions L.L.C.,,1418 Zerega Ave,Apt 3B,Bronx,NY,10462,3473749070,09/27/2024,09/30/2026,Active
01800,Mold Assessment Contractor License (SH125),"Revolutionary Home Inspections, LLC",,Po Box 91,,CENTRAL SQUARE,NY,13036,3153144663,10/26/2022,10/31/2024,Expired
01517,Mold Assessment Contractor License (SH125),"Rick Kast Carpentry, Inc.",Red Mill Home Inspections,115 Redmill Rd,,CORTLANDT MANOR,NY,10567,9148791734,06/10/2020,06/30/2024,Expired
25-6HSU6-SHMO,Mold Assessment Contractor License (SH125),"NY ENVIRONMENTAL SERVICES, INC",,91 SPIER FALLS ROAD,,GANSEVOORT,NY,12831,5187694786,09/18/2025,09/30/2027,Active
01696,Mold Remediation Contractor License (SH126),NY Metro Builders LLC.,,4186 Harriet Rd,,Bethpage,NY,11714,7188011600,01/05/2022,01/31/2024,Expired
25-6HXSN-SHMO,Mold Remediation Contractor License (SH126),NY Mold and Clean Air Solutions Inc.,NY Mold & Clean Air Solutions,13 Edgewood Drive,,Katonah,NY,10536,9142151699,08/22/2025,08/31/2027,Active
01922,Mold Remediation Contractor License (SH126),NYC Environmental LLC,,"3331 White Plains Rd, Ste 201",,BRONX,NY,10467,9175785885,03/22/2023,03/31/2025,Expired
26-69CIP-SHMO,Mold Remediation Contractor License (SH126),NYC environmental Experts LLC.,,31-07 Healy Ave,#B,Far Rockaway,NY,11691,6465281122,07/03/2026,07/31/2028,Active
25-6TOF3-SHMO,Mold Remediation Contractor License (SH126),NYS Services Corp,365SVC USA Clean Master - Are,1233 East 70th Street,,Brooklyn,NY,11234,3479305697,07/03/2025,07/31/2027,Active
23-6UOYO-SHMO,Mold Remediation Contractor License (SH126),Nasir Gen Construction Corp.,,123-17 153rd St,,Jamaica,NY,11434,9173305855,08/24/2023,08/31/2025,Expired
26-6Z45Z-SHMO,Mold Remediation Contractor License (SH126),"National Restoration Guild, Inc.",NRG Environmental Restoration,5 Staller Drive,,East Quogue,NY,11942,6316054512,03/06/2026,03/31/2028,Active
26-6SVZO-SHMO,Mold Remediation Contractor License (SH126),Natures Way Pest Control Inc.,,153 Broad Street,,Glens Falls,NY,12801,5187911609,03/23/2026,03/31/2028,Active
01747,Mold Remediation Contractor License (SH126),"Nest Restoration Services, Inc.",,259 N Grand Ave,,POUGHKEEPSIE,NY,12603,8454718520,06/23/2022,05/31/2024,Expired
24-6ZH53-SHMO,Mold Remediation Contractor License (SH126),"New England Environmental Services, Inc.",,420 South Riverside Avenue #305,,Croton-on-Hudson,NY,10520,8552459990,04/23/2024,04/30/2026,Expired
25-64Q4R-SHMO,Mold Remediation Contractor License (SH126),New Mile Stone Construction Corp.,,83-50 260th Street,,Glen Oaks,NY,11004,9176822391,01/15/2025,01/31/2027,Active
24-63NO5-SHMO,Mold Remediation Contractor License (SH126),New Safeway contracting Corp,,175-14 Hillside Ave,,Jamaica,NY,11432,7186580911,08/27/2024,08/31/2026,Expired
26-6ZAJY-SHMO,Mold Assessment Contractor License (SH125),New York House Inspectors Corporation,,170 Carlou Court,,Oceanside,NY,11572,5165512422,02/04/2026,02/29/2028,Active
26-6anvg-shmo,Mold Remediation Contractor License (SH126),New York Mold Specialist Inc,,4904 AVENUE L,,BROOKLYN,NY,11234,8004976650,05/07/2026,05/31/2028,Active
25-6TJ7R-SHMO,Mold Assessment Contractor License (SH125),"New York State Lead, Inc.",,1486 Union St,,BROOKLYN,NY,11213,7184671500,03/28/2025,03/31/2027,Active
26-69DR6-SHMO,Mold Assessment Contractor License (SH125),"Newkirk Enterprises, INC.",Environmental Consulting & Services,47 Grinnell Street,,Rhinecliff,NY,12574,8458767628,06/04/2026,06/30/2028,Active
24-64FFK-SHMO,Mold Remediation Contractor License (SH126),NextGen Environmental LLC,,2300 Grand Central Ave,,HORSEHEADS,NY,14845,6074426653,12/20/2024,12/31/2026,Active
24-6SIQO-SHMO,Mold Remediation Contractor License (SH126),"Nikat Enterprises, Inc",,51 Fair Mount Ave,,Jersey City,NY,07304,2016560035,02/14/2024,02/28/2026,Expired
25-6UXQU-SHMO,Mold Remediation Contractor License (SH126),"North Country Janitorial, Inc.",,188 Dix Avenue,,GLENS FALLS,NY,12801,5187938750,07/09/2025,07/31/2027,Active
26-6SFS9-SHMO,Mold Remediation Contractor License (SH126),"NorthStar Contracting Group, Inc.",,32 Williams pkwy,,East Hanvoer,NJ,07936,9738848682,01/06/2026,03/31/2028,Active
24-63ON9-SHMO,Mold Remediation Contractor License (SH126),Northeast Restoration Solutions LLC,,5680 Merrick Road,,Massapequa,NY,11758,6312908025,10/21/2024,10/31/2026,Active
23-6TPQT-SHMO,Mold Assessment Contractor License (SH125),"Northern Property Management, LLC",,"Post Office Box 304, 566 Port Douglas Rd",,Keeseville,NY,12944,5188349816,05/17/2023,04/30/2025,Expired
25-6I5NR-SHMO,Mold Remediation Contractor License (SH126),Nuclear Environmental LLC,,"825 8th Avenue, Suite 18N",,New York,NY,10019,5166951109,12/30/2025,12/31/2027,Active
25-657PY-SHMO,Mold Assessment Contractor License (SH125),OAU Contracting Services LLC,,400 Esplanade,Apt 61,Hackensack,NJ,07601,2016795245,06/16/2025,06/30/2027,Active
25-65O99-SHMO,Mold Assessment Contractor License (SH125),ONYXENVIRO LLC,,35 Regina Rd,,Airmont,NY,10952,8452441545,04/30/2025,04/30/2027,Active
26-6L7TJ-SHMO,Mold Remediation Contractor License (SH126),Olympos Corp.,,82-11 37th Avenue,Suite LL19,Jackson Heights,NY,11372,6462107633,01/14/2026,01/31/2028,Active
26-6IA3A-SHMO,Mold Assessment Contractor License (SH125),On Call Home Solutions LLC,,215-02 23rd Road,,Bayside,NY,11360,6465293204,01/22/2026,03/31/2028,Active
26-6ZOBU-SHMO,Mold Remediation Contractor License (SH126),On The Spot Cleaners Inc.,,195 Phoenix Street,,CANANDAIGUA,NY,14424,5852246911,02/06/2026,02/29/2028,Active
25-6TK1I-SHMO,Mold Assessment Contractor License (SH125),Oneida-Herkimer-Madison BOCES,,4747 Middle Settlement Rd,,New Hartford,NY,13413,3157938572,04/29/2025,04/30/2027,Active
25-65KXS-SHMO,Mold Assessment Contractor License (SH125),Operation Restoration NY LLC,Operation Restoration,332 Locust St,Suite 4,Mt Vernon,NY,10550,9145577276,04/08/2025,04/30/2027,Active
25-6IRO7-SHMO,Mold Assessment Contractor License (SH125),Orange-Ulster BOCES,,53 Gibson Rd.,,GOSHEN,NY,10924,8457814887,12/12/2025,12/31/2027,Active
25-6LS8G-SHMO,Mold Remediation Contractor License (SH126),"P.C.I. Services, Inc.",,701-8 Koehler Ave,,RONKONKOMA,NY,11779,6317386900,12/01/2025,12/31/2027,Active
26-6Z19V-SHMO,Mold Remediation Contractor License (SH126),PAL Environmental Safety Corp.,,11-02 Queens Plaza South,,Long Island City,NY,11101,7183490900,01/20/2026,01/31/2028,Active
25-6LD3J-SHMO,Mold Remediation Contractor License (SH126),PENTATEUCH CONTRACTING INC,,3056 BRUNER AVE,,BRONX,NY,11377,3476071422,08/15/2025,08/31/2027,Active
26-6S9HE-SHMO,Mold Remediation Contractor License (SH126),PK Contractor Corp,,51 Pollok PL,,Hicksville,NY,11801,9295266001,01/21/2026,01/31/2028,Active
23-6LUJH-SHMO,Mold Remediation Contractor License (SH126),"PPRE Economic Development Corp, Inc",,318 McLean Blvd. Unit 4,,Patterson,NJ,07055,8623341515,11/14/2023,09/30/2025,Expired
26-6ZIYI-SHMO,Mold Remediation Contractor License (SH126),"PRO Restoration, Inc.",Servpro of Port Jefferson,501 middle country road,,CORAM,NY,11764,6314765300,03/10/2026,03/31/2028,Active
25-6HXKT-SHMO,Mold Assessment Contractor License (SH125),Painting Guy Inc,,"85-55 115th St, Apt Super",,RICHMOND HILL,NY,11418,6467734707,08/21/2025,08/31/2027,Active
25-65YUN-SHMO,Mold Assessment Contractor License (SH125),"Parsons Brinckerhoff, Inc.",,One Penn Plaza,,NEW YORK,NY,10119,6469124753,03/10/2025,03/31/2027,Active
00616,Mold Remediation Contractor License (SH126),Patnode Enterprises Inc.,Puroclean Restoration Specialists,51 Kallen Ave,,SCHENECTADY,NY,12304,5183622700,04/13/2016,04/30/2024,Expired
01717,Mold Assessment Contractor License (SH125),Paul Lucien,"Your House, Your Home-Su casa, Su Hogar- Inspection Co",PO Box 7719,,New York,NY,10116,2125442626,04/07/2022,04/30/2024,Expired
26-6SSTY-SHMO,Mold Remediation Contractor License (SH126),Pay it Forward Partners Inc,PuroClean Professional Restoration,625 STATE ROUTE 28,,KINGSTON,NY,12401,8454819060,04/23/2026,04/30/2028,Active
24-6315I-SHMO,Mold Remediation Contractor License (SH126),"Pedcore, Inc.",,"51 Forest Rd, Suite 316-205",,MONROE,NY,10950,8457749791,11/01/2024,11/30/2026,Active
26-6SLAU-SHMO,Mold Remediation Contractor License (SH126),Perfect Restoration and Cleaning Corp,,51 Wayne Ave,,Suffern,NY,10901,8453881000,02/24/2026,02/29/2028,Active
01723,Mold Remediation Contractor License (SH126),Peter Telford,D and P Property Management,1 Pine Rd,,SOUTH GLENS FALLS,NY,12803,5187441663,03/10/2022,03/31/2024,Expired
26-6Z8YX-SHMO,Mold Remediation Contractor License (SH126),Phillip M. Carabin,P.M.Carabin,42 Wadsworth Rd.,,New Hartford,NY,13413,3155341277,03/09/2026,03/31/2028,Active
26-66OFL-SHMO,Mold Assessment Contractor License (SH125),"Pinchin NY, Inc.",CodeGreen,1350 Broadway,FL 5,New York,NY,10018,2126955980,04/01/2026,04/30/2028,Active
01798,Mold Assessment Contractor License (SH125),Pleasant Ridge LLC,,7416 6TH Ave,,BROOKLYN,NY,11209,7182383613,10/21/2022,10/31/2024,Expired
01708,Mold Remediation Contractor License (SH126),Pluto Environmental LLC,,15 Betsy Rd,,MAHOPAC,NY,10541,8456613168,02/09/2022,02/28/2024,Expired
25-6TQGA-SHMO,Mold Remediation Contractor License (SH126),Polo Construction Corp,,152 Milton Ave,,Levittown,NY,11756,9172008383,04/15/2025,04/30/2027,Active
25-6TPZY-SHMO,Mold Remediation Contractor License (SH126),Popular Services Inc,,8934 118th street,,Richmond Hill,NY,11418,9293866688,03/24/2025,03/31/2027,Active
25-6HKK3-SHMO,Mold Remediation Contractor License (SH126),Prana Home Services Corporation,"Paul Davis Restoration of Staten Island, NY",4830 Arthur Kill Road,,Staten Island,NY,10309,9175964869,07/31/2025,07/31/2027,Active
25-6TQEJ-SHMO,Mold Assessment Contractor License (SH125),Precision Home Inspection of the Twin Tiers LLC,,Grand Central Ave,,HORSEHEADS,NY,14845,6074266242,05/08/2025,05/31/2027,Active
26-66OND-SHMO,Mold Remediation Contractor License (SH126),Premier Service Specialists LLC,,4961 Scotch Ridge Road,,duanesburg,NY,12056,5184870553,04/01/2026,04/30/2028,Active
26-6ACIX-SHMO,Mold Remediation Contractor License (SH126),Premium Maintenance Service Corp.,,108 Hallenbeck Rd,,Hudson,NY,12534,5188213355,07/17/2026,07/31/2028,Active
26-6AXK6-SHMO,Mold Remediation Contractor License (SH126),"Prime Aire Mold Services, Inc.",DryEase Mold Services,"185 Clymer Street, Suite 210",,Brooklyn,NY,11211,8772158399,05/19/2026,05/31/2028,Active
01908,Mold Remediation Contractor License (SH126),Prime Restoration Pros Inc.,,45 Babcock Ave,,RONKONKOMA,NY,11779,6319225040,01/10/2023,01/31/2025,Expired
23-6L981-SHMO,Mold Assessment Contractor License (SH125),Pro Check Inspections LLC,,10 Red Rock Rd,,New City,NY,10956,8455386249,12/04/2023,02/28/2025,Expired
24-6ZUOA-SHMO,Mold Assessment Contractor License (SH125),ProActive Environmental Corp.,,"230 East 48th St, 3rd floor",,NEW YORK,NY,10017,9176205546,04/01/2024,03/31/2026,Expired
26-6AHCG-SHMO,Mold Assessment Contractor License (SH125),ProServe Envioronmental Inc.,,1 12th Street,,Brooklyn,NY,11215,2126440441,03/11/2026,03/31/2028,Active
26-6ICUN-SHMO,Mold Remediation Contractor License (SH126),Procyon Inc.,,51 Highland Ave,,NEW ROCHELLE,NY,10801,9149185440,01/14/2026,12/31/2027,Active
